Site	Sample	N	E	Salinity	ID	N_dots	L
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	6
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	6
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	6
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	6
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	6
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	7
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	7
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	7
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	7
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	7
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	7
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	7
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	7
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	7
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	7
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	7
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	7
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	7
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	7
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	7
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	7
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	7
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	7
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	7
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	8
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	8
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	8
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	8
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	8
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	8
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	8
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	8
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	8
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	8
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	8
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	9
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	9
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	9
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	9
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	9
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	9
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	9
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	9
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	9
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	9
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	11
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	10
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	13
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	10
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	10
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	10
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	10
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	11
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	13
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	43
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	23
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	33
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	40
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	27
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	21
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	28
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	17
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	26
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	34
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	22
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	30
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	36
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	30
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	36
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	33
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	31
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	34
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	27
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	26
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	30
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	36
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	40
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	34
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	34
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	33
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	31
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	34
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	32
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	30
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	31
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	38
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	29
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	27
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	30
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	28
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	31
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	21
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	26
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	27
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	26
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	22
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	23
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	20
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	18
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	20
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	18
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	13
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	14
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	14
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	15
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	12
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	15
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	16
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	13
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	14
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	13
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	13
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	11
Nukla_Vertical	Nuk_II_2	59.577677	151.126911	30	NA	NA	14
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	2
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	2
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	2
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	2
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	2
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	2
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	2
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	2
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	2
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	2
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	3
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	3
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	3
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	3
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	3
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	3
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	3
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	4
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	4
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	4
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	4
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	4
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	4
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	4
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	4
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	4
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	5
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	5
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	5
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	5
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	5
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	5
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	5
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	5
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	5
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	6
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	6
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	6
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	6
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	6
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	6
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	6
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	7
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	7
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	7
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	7
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	8
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	8
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	8
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	9
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	9
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	9
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	9
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	9
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	9
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	13
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	11
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	12
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	14
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	30
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	33
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	37
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	31
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	28
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	33
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	32
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	30
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	28
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	25
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	23
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	21
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	36
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	41
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	40
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	41
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	31
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	36
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	30
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	36
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	35
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	31
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	30
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	31
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	30
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	21
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	21
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	21
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	34
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	31
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	24
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	30
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	43
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	33
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	31
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	34
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	38
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	34
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	34
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	26
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	28
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	23
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	17
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	19
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	31
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	40
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	24
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	24
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	34
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	33
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	30
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	32
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	31
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	30
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	33
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	30
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	30
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	23
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	20
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	14
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	29
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	34
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	27
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	26
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	28
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	27
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	31
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	32
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	30
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	26
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	30
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	22
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	23
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	25
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	24
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	20
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	31
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	27
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	34
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	23
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	30
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	33
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	22
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	23
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	27
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	25
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	25
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	17
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	27
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	23
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	16
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	16
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	27
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	27
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	27
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	21
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	27
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	24
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	22
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	21
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	22
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	22
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	27
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	21
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	29
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	17
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	16
Kholodny_Spring	Khol_2	59.530116	150.751663	31	NA	NA	13
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	1
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	2
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	3
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	3
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	4
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	4
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	4
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	4
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	5
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	5
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	5
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	5
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	5
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	6
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	6
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	6
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	6
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	6
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	6
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	6
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	6
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	6
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	7
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	7
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	7
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	7
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	8
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	9
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	9
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	11
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	12
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	14
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	11
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	13
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	10
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	12
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	12
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	11
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	42
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	33
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	26
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	23
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	23
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	18
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	45
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	40
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	36
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	25
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	34
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	38
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	50
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	31
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	35
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	32
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	24
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	31
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	30
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	17
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	31
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	32
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	32
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	36
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	33
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	36
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	51
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	37
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	37
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	38
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	28
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	27
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	30
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	20
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	36
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	31
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	32
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	32
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	32
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	36
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	37
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	34
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	33
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	31
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	24
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	31
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	27
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	20
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	30
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	29
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	29
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	41
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	26
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	41
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	42
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	41
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	42
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	32
Kholodny_Spring	Khol_3	59.530116	150.751663	31	NA	NA	27
